Time,RightACC,RightEMGext
17.238,-1.1888,-3.41965
17.239,-1.1888,-3.19205
17.24,-1.1888,-3.19205
17.241,-1.1888,4.86656
17.242,-1.1888,4.13396
17.243,-1.1888,3.17376
17.244,-1.1888,2.44116
17.245,-1.1888,-0.994249
17.246,-1.1888,2.66876
17.247,-1.1888,-2.68705
17.248,-1.1888,0.975958
17.249,-1.1888,3.90636
17.25,-1.1888,5.37156
17.251,-1.1888,-3.92465
17.252,-1.1888,-2.45945
17.253,-1.1888,-3.41965
17.254,-1.1888,-1.22184
17.255,-1.1888,2.44116
17.256,-1.1888,2.44116
17.257,-1.1888,-0.994249
17.258,0.031901,-0.994249
17.259,0.031901,-3.19205
17.26,0.031901,0.470953
17.261,0.031901,-0.994249
17.262,0.031901,-3.92465
17.263,0.031901,-1.95444
17.264,0.031901,-2.68705
17.265,0.031901,-3.19205
17.266,0.031901,-3.92465
17.267,0.031901,-1.22184
17.268,0.031901,-0.489243
17.269,0.031901,0.243358
17.27,0.031901,0.975958
17.271,0.031901,-3.19205
17.272,0.031901,-3.19205
17.273,0.031901,-2.45945
17.274,0.031901,-3.19205
17.275,0.031901,-3.41965
17.276,0.031901,0.243358
17.277,0.031901,3.17376
17.278,0.031901,0.975958
17.279,0.031901,-0.994249
17.28,0.031901,-3.92465
17.281,0.031901,11.2324
17.282,0.031901,-0.489243
17.283,1.2526,4.86656
17.284,1.2526,-2.45945
17.285,1.2526,-3.41965
17.286,1.2526,-2.68705
17.287,1.2526,-0.489243
17.288,1.2526,-0.489243
17.289,1.2526,-3.92465
17.29,1.2526,-3.92465
17.291,1.2526,-3.41965
17.292,1.2526,-2.68705
17.293,1.2526,-3.19205
17.294,2.47331,-0.261648
17.295,2.47331,2.66876
17.296,2.47331,2.66876
17.297,2.47331,-0.994249
17.298,2.47331,-0.261648
17.299,2.47331,-3.19205
17.3,2.47331,-1.22184
17.301,2.47331,-0.994249
17.302,2.47331,-0.994249
17.303,2.47331,-3.41965
17.304,2.47331,-2.68705
17.305,3.69401,-1.22184
17.306,3.69401,-1.22184
17.307,3.69401,-3.92465
17.308,3.69401,-3.92465
17.309,3.69401,0.243358
17.31,3.69401,0.243358
17.311,3.69401,1.70856
17.312,3.69401,2.44116
17.313,3.69401,1.70856
17.314,3.69401,-3.92465
17.315,3.69401,1.93615
17.316,3.69401,1.20355
17.317,3.69401,-3.92465
17.318,3.69401,-2.68705
17.319,3.69401,-1.95444
17.32,3.69401,-2.68705
17.321,3.69401,-1.22184
17.322,3.69401,-1.22184
17.323,3.69401,-3.41965
17.324,3.69401,-3.41965
17.325,3.69401,-1.95444
17.326,3.69401,0.243358
17.327,3.69401,-3.92465
17.328,3.69401,-3.19205
17.329,3.69401,-0.994249
17.33,2.47331,1.20355
17.331,2.47331,-3.92465
17.332,2.47331,-3.41965
17.333,2.47331,-3.92465
17.334,2.47331,-3.92465
17.335,2.47331,-3.41965
17.336,2.47331,0.243358
17.337,2.47331,3.17376
17.338,2.47331,3.17376
17.339,1.2526,0.243358
17.34,1.2526,0.243358
17.341,1.2526,4.63896
17.342,1.2526,6.10416
17.343,1.2526,-1.22184
17.344,1.2526,-3.92465
17.345,1.2526,2.44116
17.346,0.031901,7.56937
17.347,0.031901,-3.41965
17.348,0.031901,9.26216
17.349,0.031901,20.2512
17.35,0.031901,-0.261648
17.351,0.031901,-1.95444
17.352,0.031901,-1.95444
17.353,0.031901,11.46
17.354,0.031901,7.79696
17.355,0.031901,-3.19205
17.356,0.031901,-3.92465
17.357,0.031901,-2.68705
17.358,0.031901,-1.95444
17.359,0.031901,0.470953
17.36,0.031901,-0.261648
17.361,0.031901,-3.41965
17.362,0.031901,2.44116
17.363,0.031901,-3.92465
17.364,0.031901,-0.994249
17.365,0.031901,1.20355
17.366,0.031901,-1.72685
17.367,0.031901,-2.68705
17.368,0.031901,0.243358
17.369,0.031901,-0.994249
17.37,0.031901,0.470953
17.371,0.031901,-3.19205
17.372,0.031901,-3.92465
17.373,0.031901,-3.41965
17.374,0.031901,-3.41965
17.375,0.031901,-3.19205
17.376,0.031901,-3.19205
17.377,0.031901,-1.22184
17.378,0.031901,-1.22184
17.379,0.031901,-1.72685
17.38,0.031901,-3.19205
17.381,0.031901,-2.45945
17.382,0.031901,-3.19205
17.383,0.031901,0.243358
17.384,0.031901,0.243358
17.385,0.031901,-1.22184
17.386,0.031901,0.243358
17.387,0.031901,-1.95444
17.388,0.031901,-1.95444
17.389,0.031901,1.70856
17.39,0.031901,0.243358
17.391,0.031901,-3.92465
17.392,0.031901,0.470953
17.393,0.031901,5.59916
17.394,0.031901,0.470953
17.395,0.031901,-3.19205
17.396,0.031901,-3.19205
17.397,0.031901,-3.19205
17.398,0.031901,-3.92465
17.399,0.031901,-3.41965
17.4,0.031901,-3.41965
17.401,0.031901,-1.22184
17.402,0.031901,0.975958
17.403,0.031901,3.90636
17.404,0.031901,3.90636
17.405,0.031901,4.63896
17.406,1.2526,5.37156
17.407,1.2526,-3.92465
17.408,1.2526,-3.41965
17.409,1.2526,-3.19205
17.41,1.2526,-0.994249
17.411,1.2526,0.470953
17.412,1.2526,0.470953
17.413,1.2526,2.44116
17.414,1.2526,3.17376
17.415,1.2526,-0.489243
17.416,1.2526,-2.45945
17.417,1.2526,2.66876
17.418,1.2526,12.9252
17.419,1.2526,20.2512
17.42,1.2526,9.26216
17.421,1.2526,0.470953
17.422,1.2526,-3.19205
17.423,1.2526,-3.41965
17.424,1.2526,-0.261648
17.425,1.2526,3.40136
17.426,1.2526,0.470953
17.427,1.2526,-1.72685
17.428,1.2526,0.470953
17.429,1.2526,1.93615
17.43,1.2526,1.20355
17.431,1.2526,-2.45945
17.432,1.2526,-3.19205
17.433,1.2526,-3.92465
17.434,1.2526,0.243358
17.435,1.2526,5.37156
17.436,1.2526,6.10416
17.437,1.2526,3.90636
17.438,1.2526,2.44116
17.439,1.2526,0.243358
17.44,1.2526,1.70856
17.441,1.2526,-1.22184
17.442,1.2526,-3.41965
17.443,1.2526,-3.19205
17.444,1.2526,-2.45945
17.445,1.2526,-3.92465
17.446,1.2526,-2.68705
17.447,1.2526,-1.22184
17.448,1.2526,-2.68705
17.449,1.2526,-3.19205
17.45,1.2526,-0.489243
17.451,1.2526,0.470953
17.452,0.031901,4.86656
17.453,0.031901,-3.92465
17.454,0.031901,3.17376
17.455,0.031901,-3.41965
17.456,0.031901,-3.19205
17.457,0.031901,-0.489243
17.458,0.031901,3.90636
17.459,0.031901,7.56937
17.46,0.031901,1.70856
17.461,0.031901,6.33176
17.462,0.031901,-3.92465
17.463,0.031901,-0.994249
17.464,0.031901,-0.994249
17.465,0.031901,-3.41965
17.466,0.031901,-1.95444
17.467,-1.1888,-3.19205
17.468,-1.1888,-0.994249
17.469,-1.1888,2.66876
17.47,-1.1888,1.93615
17.471,-1.1888,-3.92465
17.472,-1.1888,0.975958
17.473,-1.1888,6.83676
17.474,-1.1888,7.56937
17.475,-1.1888,0.470953
17.476,-1.1888,9.26216
17.477,-1.1888,-0.261648
17.478,-1.1888,-1.72685
17.479,-1.1888,-0.261648
17.48,-1.1888,1.20355
17.481,-1.1888,-3.92465
17.482,-1.1888,-3.92465
17.483,-1.1888,1.93615
17.484,0.031901,2.66876
17.485,0.031901,-0.994249
17.486,0.031901,1.70856
17.487,0.031901,10.4998
17.488,0.031901,11.2324
17.489,0.031901,-3.92465
17.49,0.031901,-0.261648
17.491,0.031901,3.40136
17.492,0.031901,7.79696
17.493,0.031901,9.99476
17.494,0.031901,7.06436
17.495,0.031901,4.63896
17.496,0.031901,4.63896
17.497,0.031901,-1.95444
17.498,0.031901,-2.68705
17.499,0.031901,3.17376
17.5,0.031901,6.10416
17.501,0.031901,-2.68705
17.502,0.031901,-2.68705
17.503,0.031901,6.83676
17.504,0.031901,4.63896
17.505,0.031901,-3.19205
17.506,0.031901,2.44116
17.507,-1.1888,6.10416
17.508,-1.1888,5.37156
17.509,-1.1888,9.99476
17.51,-1.1888,15.123
17.511,-1.1888,-0.261648
17.512,-1.1888,-3.19205
17.513,-1.1888,-2.68705
17.514,-1.1888,-2.68705
17.515,-1.1888,-3.19205
17.516,-1.1888,-3.19205
17.517,-1.1888,-2.68705
17.518,-1.1888,-2.68705
17.519,-1.1888,-1.95444
17.52,-1.1888,-1.22184
17.521,-1.1888,-2.68705
17.522,-1.1888,-3.92465
17.523,-1.1888,-3.19205
17.524,-1.1888,-3.19205
17.525,-1.1888,-0.489243
17.526,-1.1888,3.17376
17.527,-1.1888,0.470953
17.528,-1.1888,1.93615
17.529,-1.1888,-1.72685
17.53,-1.1888,-3.41965
17.531,-1.1888,-1.22184
17.532,-1.1888,0.243358
17.533,-1.1888,2.44116
17.534,-1.1888,1.70856
17.535,-1.1888,0.243358
17.536,-1.1888,-1.22184
17.537,-1.1888,-3.19205
17.538,-1.1888,3.40136
17.539,-1.1888,-3.92465
17.54,-1.1888,0.243358
17.541,0.031901,-3.92465
17.542,0.031901,-3.92465
17.543,0.031901,-3.41965
17.544,0.031901,-3.41965
17.545,0.031901,-1.72685
17.546,0.031901,-3.19205
17.547,0.031901,-1.95444
17.548,1.2526,-1.95444
17.549,1.2526,-3.92465
17.55,1.2526,-0.994249
17.551,1.2526,1.20355
17.552,1.2526,-2.45945
17.553,2.47331,0.243358
17.554,2.47331,2.44116
17.555,2.47331,4.63896
17.556,2.47331,6.10416
17.557,2.47331,6.10416
17.558,2.47331,5.37156
17.559,3.69401,-3.41965
17.56,3.69401,3.90636
17.561,3.69401,15.123
17.562,3.69401,22.449
17.563,3.69401,0.470953
17.564,3.69401,-3.19205
17.565,4.91471,-3.41965
17.566,4.91471,-1.95444
17.567,4.91471,-1.22184
17.568,4.91471,3.17376
17.569,4.91471,6.10416
17.57,4.91471,3.17376
17.571,4.91471,0.243358
17.572,4.91471,-3.19205
17.573,4.91471,2.66876
17.574,4.91471,2.66876
17.575,4.91471,-1.72685
17.576,4.91471,-1.72685
17.577,4.91471,1.20355
17.578,4.91471,0.470953
17.579,4.91471,-0.994249
17.58,4.91471,-1.72685
17.581,4.91471,-3.19205
17.582,4.91471,-3.92465
17.583,4.91471,-3.41965
17.584,4.91471,-2.68705
17.585,4.91471,-1.22184
17.586,4.91471,-1.22184
17.587,4.91471,-2.68705
17.588,4.91471,-3.41965
17.589,4.91471,-1.22184
17.59,3.69401,-1.95444
17.591,3.69401,-2.45945
17.592,3.69401,-2.45945
17.593,3.69401,-0.994249
17.594,3.69401,-0.994249
17.595,3.69401,-3.19205
17.596,3.69401,-3.19205
17.597,3.69401,-3.41965
17.598,3.69401,-2.68705
17.599,3.69401,-1.95444
17.6,3.69401,-1.95444
17.601,3.69401,0.243358
17.602,2.47331,0.243358
17.603,2.47331,-1.95444
17.604,2.47331,-2.68705
17.605,2.47331,-0.489243
17.606,2.47331,0.243358
17.607,2.47331,2.44116
17.608,2.47331,0.243358
17.609,2.47331,-2.45945
17.61,2.47331,-0.994249
17.611,2.47331,0.470953
17.612,2.47331,-0.994249
17.613,2.47331,-3.41965
17.614,2.47331,-1.22184
17.615,2.47331,-0.489243
17.616,2.47331,-1.22184
17.617,2.47331,0.243358
17.618,2.47331,3.90636
17.619,1.2526,5.59916
17.62,1.2526,6.33176
17.621,1.2526,-3.19205
17.622,1.2526,-3.19205
17.623,1.2526,-3.41965
17.624,1.2526,-3.92465
17.625,1.2526,-0.994249
17.626,1.2526,3.17376
17.627,1.2526,-0.994249
17.628,1.2526,9.26216
17.629,0.031901,-3.92465
17.63,0.031901,-1.22184
17.631,0.031901,0.975958
17.632,0.031901,-3.41965
17.633,0.031901,9.26216
17.634,0.031901,1.20355
17.635,0.031901,-1.95444
17.636,0.031901,0.243358
17.637,0.031901,0.975958
17.638,0.031901,0.243358
17.639,0.031901,0.470953
17.64,0.031901,-0.994249
17.641,0.031901,3.90636
17.642,0.031901,3.90636
17.643,0.031901,-0.261648
17.644,0.031901,0.470953
17.645,0.031901,-1.72685
17.646,0.031901,-1.22184
17.647,0.031901,3.90636
17.648,0.031901,0.243358
17.649,0.031901,-0.261648
17.65,0.031901,-1.72685
17.651,0.031901,-1.95444
17.652,0.031901,-1.95444
17.653,0.031901,-1.22184
17.654,0.031901,-1.22184
17.655,0.031901,0.243358
17.656,0.031901,0.975958
17.657,0.031901,-2.68705
17.658,0.031901,-3.41965
17.659,-1.1888,-3.92465
17.66,-1.1888,-3.19205
17.661,-1.1888,-1.72685
17.662,-1.1888,-1.72685
17.663,-1.1888,-3.92465
17.664,-1.1888,-3.41965
17.665,-1.1888,-1.95444
17.666,-1.1888,-1.22184
17.667,-1.1888,-3.92465
17.668,-2.40951,-3.92465
17.669,-2.40951,-2.68705
17.67,-2.40951,-2.68705
17.671,-2.40951,2.66876
17.672,-2.40951,4.13396
17.673,-2.40951,-1.22184
17.674,-2.40951,0.243358
17.675,-2.40951,2.44116
17.676,-2.40951,-1.95444
17.677,-2.40951,-1.22184
17.678,-2.40951,-1.22184
17.679,-2.40951,0.243358
17.68,-2.40951,-1.72685
17.681,-2.40951,2.44116
17.682,-2.40951,-3.41965
17.683,-2.40951,2.44116
17.684,-2.40951,6.10416
17.685,-2.40951,-0.261648
17.686,-2.40951,-0.994249
17.687,-2.40951,-1.22184
17.688,-2.40951,-2.68705
17.689,-2.40951,-1.22184
17.69,-2.40951,6.10416
17.691,-2.40951,11.965
17.692,-2.40951,11.2324
17.693,-2.40951,9.26216
17.694,-2.40951,9.26216
17.695,-2.40951,2.66876
17.696,-2.40951,-0.994249
17.697,-3.63021,-3.92465
17.698,-3.63021,-1.95444
17.699,-3.63021,-1.72685
17.7,-3.63021,-2.45945
17.701,-3.63021,-0.994249
17.702,-3.63021,-1.72685
17.703,-3.63021,10.4998
17.704,-3.63021,11.2324
17.705,-3.63021,5.37156
17.706,-2.40951,-1.72685
17.707,-2.40951,8.52956
17.708,-2.40951,7.79696
17.709,-2.40951,-2.68705
17.71,-2.40951,-2.68705
17.711,-2.40951,6.33176
17.712,-2.40951,2.66876
17.713,-2.40951,7.06436
17.714,-2.40951,7.79696
17.715,-2.40951,-2.68705
17.716,-1.1888,0.243358
17.717,-1.1888,3.90636
17.718,-1.1888,5.37156
17.719,-1.1888,3.90636
17.72,-1.1888,3.90636
17.721,-1.1888,1.20355
17.722,-1.1888,4.13396
17.723,-1.1888,0.470953
17.724,-1.1888,-3.92465
17.725,-1.1888,-0.489243
17.726,-1.1888,0.243358
17.727,-1.1888,-0.489243
17.728,-1.1888,0.243358
17.729,-1.1888,8.30197
17.73,-1.1888,7.56937
17.731,-1.1888,19.5186
17.732,-1.1888,9.99476
17.733,-1.1888,-0.994249
17.734,-1.1888,-3.92465
17.735,-1.1888,-1.95444
17.736,-1.1888,-1.22184
17.737,0.031901,0.243358
17.738,0.031901,-1.22184
17.739,0.031901,10.7274
17.74,0.031901,8.52956
17.741,0.031901,-3.19205
17.742,0.031901,-3.19205
17.743,0.031901,-3.41965
17.744,0.031901,-3.41965
17.745,0.031901,-2.45945
17.746,0.031901,-1.72685
17.747,0.031901,-1.72685
17.748,0.031901,-1.72685
17.749,0.031901,-3.92465
17.75,0.031901,-3.19205
17.751,0.031901,0.470953
17.752,0.031901,1.93615
17.753,1.2526,2.66876
17.754,1.2526,2.66876
17.755,1.2526,-1.95444
17.756,1.2526,-1.22184
17.757,1.2526,-2.45945
17.758,1.2526,-2.45945
17.759,1.2526,-3.92465
17.76,1.2526,-3.41965
17.761,1.2526,-3.19205
17.762,2.47331,-2.45945
17.763,2.47331,-3.41965
17.764,2.47331,-0.489243
17.765,2.47331,2.44116
17.766,2.47331,14.1628
17.767,2.47331,-1.95444
17.768,2.47331,-0.261648
17.769,2.47331,3.40136
17.77,2.47331,3.40136
17.771,2.47331,2.44116
17.772,2.47331,12.6976
17.773,2.47331,0.243358
17.774,2.47331,-0.994249
17.775,2.47331,4.13396
17.776,3.69401,2.66876
17.777,3.69401,-3.19205
17.778,3.69401,-2.68705
17.779,3.69401,-1.22184
17.78,3.69401,-3.41965
17.781,3.69401,-1.22184
17.782,3.69401,-1.22184
17.783,3.69401,-3.19205
17.784,3.69401,-3.19205
17.785,3.69401,0.243358
17.786,3.69401,1.70856
17.787,3.69401,9.26216
17.788,3.69401,4.13396
17.789,2.47331,-3.19205
17.79,2.47331,-3.19205
17.791,2.47331,-3.19205
17.792,2.47331,-3.92465
17.793,2.47331,-3.19205
17.794,2.47331,-3.19205
17.795,2.47331,-3.41965
17.796,2.47331,-1.95444
17.797,2.47331,-3.41965
17.798,2.47331,-1.72685
17.799,2.47331,1.93615
17.8,2.47331,1.93615
17.801,2.47331,-3.19205
17.802,2.47331,-3.41965
17.803,2.47331,-1.95444
17.804,1.2526,-1.22184
17.805,1.2526,0.243358
17.806,1.2526,-0.489243
17.807,1.2526,-2.45945
17.808,1.2526,-0.994249
17.809,1.2526,0.470953
17.81,0.031901,-0.994249
17.811,0.031901,-0.261648
17.812,0.031901,-0.994249
17.813,0.031901,-3.92465
17.814,0.031901,-3.41965
17.815,0.031901,-2.68705
17.816,0.031901,-3.41965
17.817,0.031901,-2.68705
17.818,0.031901,-1.22184
17.819,0.031901,-3.41965
17.82,0.031901,-3.19205
17.821,0.031901,-1.72685
17.822,0.031901,-1.72685
17.823,0.031901,0.470953
17.824,0.031901,0.470953
17.825,0.031901,-3.92465
17.826,0.031901,-3.19205
17.827,-1.1888,-3.92465
17.828,-1.1888,-3.92465
17.829,-1.1888,-3.41965
17.83,-1.1888,-3.41965
17.831,-1.1888,-1.95444
17.832,-1.1888,-3.92465
17.833,-1.1888,-3.41965
17.834,-1.1888,-1.22184
17.835,-1.1888,0.243358
17.836,-1.1888,2.44116
17.837,-1.1888,3.17376
17.838,-1.1888,3.90636
17.839,-1.1888,-1.22184
17.84,-1.1888,-1.22184
17.841,-1.1888,8.52956
17.842,-1.1888,8.52956
17.843,-1.1888,-0.994249
17.844,-1.1888,-2.45945
17.845,-1.1888,-3.19205
17.846,-1.1888,-3.19205
17.847,-1.1888,-1.72685
17.848,-1.1888,-2.45945
17.849,-1.1888,-3.41965
17.85,-1.1888,-2.68705
17.851,-1.1888,-0.489243
17.852,-1.1888,0.975958
17.853,-1.1888,2.44116
17.854,-1.1888,3.90636
17.855,-1.1888,2.44116
17.856,-1.1888,-1.22184
17.857,-1.1888,-3.92465
17.858,-1.1888,0.470953
17.859,-1.1888,4.86656
17.86,-1.1888,4.86656
17.861,-1.1888,1.20355
17.862,-1.1888,-0.994249
17.863,-1.1888,-3.19205
17.864,-1.1888,-3.41965
17.865,-1.1888,-1.22184
17.866,-1.1888,-1.22184
17.867,-1.1888,1.70856
17.868,-1.1888,4.63896
17.869,-1.1888,6.83676
17.87,-1.1888,4.63896
17.871,-1.1888,-3.19205
17.872,-1.1888,-2.45945
17.873,-1.1888,5.37156
17.874,-1.1888,-1.95444
17.875,-1.1888,0.470953
17.876,-1.1888,4.86656
17.877,-1.1888,12.9252
17.878,-1.1888,15.123
17.879,-1.1888,4.13396
17.88,-1.1888,3.40136
17.881,-1.1888,-3.41965
17.882,-1.1888,0.243358
17.883,-1.1888,3.90636
17.884,-1.1888,2.44116
17.885,-1.1888,-2.68705
17.886,-1.1888,-3.19205
17.887,-1.1888,6.83676
17.888,-1.1888,9.03457
17.889,-1.1888,5.37156
17.89,0.031901,4.63896
17.891,0.031901,7.56937
17.892,0.031901,9.03457
17.893,0.031901,12.9252
17.894,0.031901,9.26216
17.895,0.031901,-2.45945
17.896,0.031901,-3.92465
17.897,0.031901,-3.41965
17.898,0.031901,-3.92465
17.899,0.031901,1.20355
17.9,-1.1888,-0.261648
17.901,-1.1888,-3.92465
17.902,-1.1888,0.975958
17.903,-1.1888,6.10416
17.904,-1.1888,7.56937
17.905,-1.1888,-0.994249
17.906,-1.1888,-0.994249
17.907,-1.1888,6.10416
17.908,-1.1888,5.37156
17.909,-1.1888,-0.261648
17.91,-1.1888,-2.45945
17.911,-1.1888,-0.261648
17.912,-1.1888,-0.261648
17.913,-1.1888,4.13396
17.914,-1.1888,4.13396
17.915,-1.1888,-0.489243
17.916,-1.1888,-3.41965
17.917,-1.1888,-0.994249
17.918,-2.40951,-3.41965
17.919,-2.40951,0.243358
17.92,-2.40951,7.56937
17.921,-2.40951,-3.19205
17.922,-2.40951,0.470953
17.923,-2.40951,-1.72685
17.924,-2.40951,-1.95444
17.925,-2.40951,0.975958
17.926,-2.40951,3.90636
17.927,-2.40951,6.83676
17.928,-2.40951,1.70856
17.929,-2.40951,-1.72685
17.93,-2.40951,2.66876
17.931,-2.40951,9.99476
17.932,-2.40951,9.26216
17.933,-2.40951,-0.994249
17.934,-1.1888,-1.72685
17.935,-1.1888,-3.92465
17.936,-1.1888,-3.92465
17.937,-1.1888,-3.19205
17.938,-1.1888,-3.19205
17.939,-1.1888,5.37156
17.94,-1.1888,6.10416
17.941,-1.1888,1.70856
17.942,-1.1888,-0.489243
17.943,0.031901,2.44116
17.944,0.031901,2.44116
17.945,0.031901,3.17376
17.946,0.031901,3.17376
17.947,0.031901,8.52956
17.948,0.031901,2.66876
17.949,0.031901,-3.92465
17.95,0.031901,0.975958
17.951,0.031901,-0.994249
17.952,0.031901,-0.994249
17.953,0.031901,-1.22184
17.954,0.031901,-1.22184
17.955,0.031901,-3.19205
17.956,0.031901,-3.19205
17.957,0.031901,-3.41965
17.958,0.031901,-3.92465
17.959,0.031901,-0.994249
17.96,0.031901,0.470953
17.961,0.031901,-3.19205
17.962,0.031901,-3.19205
17.963,0.031901,-3.19205
17.964,0.031901,-3.19205
17.965,0.031901,-3.92465
17.966,0.031901,-2.68705
17.967,0.031901,-1.22184
17.968,0.031901,0.243358
17.969,0.031901,1.70856
17.97,0.031901,1.70856
17.971,0.031901,0.243358
17.972,0.031901,-3.92465
17.973,0.031901,0.470953
17.974,0.031901,0.470953
17.975,0.031901,-3.92465
17.976,0.031901,-3.41965
17.977,0.031901,-0.994249
17.978,0.031901,0.470953
17.979,1.2526,1.93615
17.98,1.2526,-0.261648
17.981,1.2526,-3.19205
17.982,1.2526,-1.72685
17.983,1.2526,0.470953
17.984,1.2526,-0.261648
17.985,1.2526,-1.22184
17.986,1.2526,0.975958
17.987,1.2526,-1.22184
17.988,2.47331,-3.41965
17.989,2.47331,0.243358
17.99,2.47331,2.44116
17.991,2.47331,3.90636
17.992,2.47331,3.90636
17.993,2.47331,-2.68705
17.994,2.47331,-3.19205
17.995,2.47331,-0.994249
17.996,2.47331,4.13396
17.997,2.47331,7.79696
17.998,2.47331,0.470953
17.999,2.47331,-3.92465
18.0,2.47331,-3.41965
18.001,2.47331,-0.994249
18.002,3.69401,-1.72685
18.003,3.69401,-1.95444
18.004,3.69401,-1.22184
18.005,3.69401,-3.19205
18.006,3.69401,-3.92465
18.007,3.69401,-1.95444
18.008,3.69401,0.975958
18.009,3.69401,-2.45945
18.01,3.69401,-0.261648
18.011,3.69401,-3.41965
18.012,2.47331,-3.41965
18.013,2.47331,-2.45945
18.014,2.47331,-2.45945
18.015,2.47331,-1.95444
18.016,2.47331,-2.68705
18.017,2.47331,-3.19205
18.018,2.47331,-0.994249
18.019,2.47331,1.20355
18.02,2.47331,1.20355
18.021,2.47331,-1.22184
18.022,2.47331,-1.22184
18.023,2.47331,-3.92465
18.024,2.47331,-3.92465
18.025,2.47331,12.6976
18.026,2.47331,12.6976
18.027,2.47331,5.37156
18.028,2.47331,6.10416
18.029,2.47331,2.44116
18.03,2.47331,8.52956
18.031,2.47331,23.9142
18.032,2.47331,7.79696
18.033,2.47331,5.59916
18.034,2.47331,0.470953
18.035,2.47331,-3.19205
18.036,2.47331,-3.19205
18.037,2.47331,-2.45945
18.038,2.47331,0.470953
18.039,2.47331,-2.45945
18.04,2.47331,-3.41965
18.041,2.47331,-2.45945
18.042,2.47331,-1.72685
18.043,2.47331,-1.95444
18.044,1.2526,-1.95444
18.045,1.2526,-3.92465
18.046,1.2526,-3.19205
18.047,1.2526,-2.45945
18.048,1.2526,0.470953
18.049,1.2526,2.66876
18.05,1.2526,1.93615
18.051,1.2526,-3.41965
18.052,1.2526,-1.22184
18.053,1.2526,-3.41965
18.054,1.2526,-2.68705
18.055,0.031901,0.243358
18.056,0.031901,-1.95444
18.057,0.031901,-1.22184
18.058,0.031901,-2.68705
18.059,0.031901,-0.994249
18.06,0.031901,-0.994249
18.061,0.031901,-2.45945
18.062,0.031901,-2.45945
18.063,0.031901,-0.994249
18.064,0.031901,-0.994249
18.065,0.031901,-2.45945
18.066,-1.1888,-3.92465
18.067,-1.1888,-1.22184
18.068,-1.1888,-3.41965
18.069,-1.1888,-1.95444
18.07,-1.1888,-1.22184
18.071,-1.1888,-0.489243
18.072,-1.1888,-0.489243
18.073,-1.1888,0.975958
18.074,-1.1888,2.44116
18.075,-1.1888,-2.45945
18.076,-1.1888,-2.45945
18.077,-1.1888,-2.68705
18.078,-1.1888,-1.95444
18.079,-1.1888,0.470953
18.08,-1.1888,-0.994249
18.081,-1.1888,1.93615
18.082,-2.40951,1.93615
18.083,-2.40951,-3.19205
18.084,-2.40951,-2.45945
18.085,-2.40951,-3.19205
18.086,-2.40951,0.243358
18.087,-2.40951,5.37156
18.088,-2.40951,4.63896
18.089,-2.40951,-3.41965
18.09,-2.40951,0.470953
18.091,-2.40951,2.44116
18.092,-2.40951,0.243358
18.093,-2.40951,2.66876
18.094,-2.40951,1.20355
18.095,-2.40951,0.243358
18.096,-2.40951,9.03457
18.097,-2.40951,2.66876
18.098,-2.40951,2.66876
18.099,-2.40951,1.20355
18.1,-2.40951,-3.19205
18.101,-2.40951,-1.22184
18.102,-2.40951,0.975958
18.103,-2.40951,-0.994249
18.104,-2.40951,-0.261648
18.105,-2.40951,-3.19205
18.106,-2.40951,-3.92465
18.107,-2.40951,-2.45945
18.108,-2.40951,-3.19205
18.109,-2.40951,11.2324
18.11,-2.40951,8.30197
18.111,-2.40951,3.40136
18.112,-2.40951,1.20355
18.113,-2.40951,1.70856
18.114,-2.40951,-1.22184
18.115,-2.40951,-3.92465
18.116,-2.40951,-3.19205
18.117,-2.40951,-2.68705
18.118,-2.40951,-3.92465
18.119,-2.40951,-3.41965
18.12,-2.40951,-1.22184
18.121,-2.40951,-3.41965
18.122,-2.40951,-3.41965
18.123,-2.40951,-0.489243
18.124,-2.40951,-1.22184
18.125,-2.40951,0.243358
18.126,-2.40951,3.90636
18.127,-2.40951,-3.41965
18.128,-2.40951,-0.261648
18.129,-2.40951,4.86656
18.13,-2.40951,3.40136
18.131,-2.40951,-2.45945
18.132,-2.40951,-3.92465
18.133,-2.40951,-0.994249
18.134,-2.40951,-1.72685
18.135,-2.40951,0.243358
18.136,-2.40951,0.243358
18.137,-2.40951,6.10416
18.138,-2.40951,8.30197
18.139,-2.40951,9.76717
18.14,-2.40951,9.03457
18.141,-2.40951,3.90636
18.142,-2.40951,-3.41965
18.143,-2.40951,0.470953
18.144,-1.1888,1.93615
18.145,-1.1888,-1.22184
18.146,-1.1888,-1.22184
18.147,-1.1888,18.0534
18.148,-1.1888,14.3904
18.149,-1.1888,-1.72685
18.15,-1.1888,-3.92465
18.151,-1.1888,-2.68705
18.152,-1.1888,-1.22184
18.153,-1.1888,-0.489243
18.154,-1.1888,-1.22184
18.155,-1.1888,-3.41965
18.156,-1.1888,-3.92465
18.157,-1.1888,-1.72685
18.158,-1.1888,-2.45945
18.159,-1.1888,-0.994249
18.16,-1.1888,-0.261648
18.161,-1.1888,-0.994249
18.162,-1.1888,-1.72685
18.163,-1.1888,-2.45945
18.164,0.031901,-1.72685
18.165,0.031901,-0.261648
18.166,0.031901,-0.261648
18.167,0.031901,-2.68705
18.168,0.031901,-2.68705
18.169,0.031901,-0.489243
18.17,0.031901,0.243358
18.171,0.031901,0.243358
