Time,RightACC,RightEMGext
7.815,0.031901,4.86656
7.816,0.031901,2.66876
7.817,0.031901,4.63896
7.818,0.031901,11.2324
7.819,0.031901,6.10416
7.82,-1.1888,-2.68705
7.821,-1.1888,1.93615
7.822,-1.1888,10.7274
7.823,-1.1888,-1.72685
7.824,-1.1888,-3.41965
7.825,-1.1888,-1.22184
7.826,-1.1888,-3.41965
7.827,-1.1888,4.86656
7.828,-1.1888,4.86656
7.829,-1.1888,0.470953
7.83,-1.1888,-1.72685
7.831,-1.1888,-3.19205
7.832,-1.1888,-3.92465
7.833,-1.1888,-3.41965
7.834,-1.1888,-2.68705
7.835,-1.1888,-1.22184
7.836,-1.1888,-0.489243
7.837,-1.1888,-3.19205
7.838,-1.1888,-1.72685
7.839,-1.1888,-3.19205
7.84,-1.1888,-3.19205
7.841,-1.1888,-3.92465
7.842,-1.1888,-3.41965
7.843,-1.1888,-2.68705
7.844,-1.1888,-1.95444
7.845,-1.1888,-1.22184
7.846,-1.1888,0.243358
7.847,-1.1888,-2.68705
7.848,-1.1888,-3.41965
7.849,-1.1888,1.70856
7.85,-1.1888,3.90636
7.851,-1.1888,9.03457
7.852,-1.1888,9.03457
7.853,-1.1888,3.40136
7.854,-1.1888,20.2512
7.855,-1.1888,4.86656
7.856,-1.1888,2.66876
7.857,-1.1888,1.20355
7.858,-1.1888,-0.994249
7.859,-1.1888,-3.19205
7.86,-1.1888,-0.994249
7.861,-1.1888,-3.19205
7.862,-1.1888,-3.41965
7.863,-1.1888,4.13396
7.864,-1.1888,4.13396
7.865,-1.1888,2.44116
7.866,-1.1888,3.17376
7.867,0.031901,-0.994249
7.868,0.031901,0.470953
7.869,0.031901,-3.19205
7.87,0.031901,-1.22184
7.871,0.031901,2.44116
7.872,0.031901,3.90636
7.873,0.031901,1.20355
7.874,0.031901,1.20355
7.875,0.031901,-1.22184
7.876,0.031901,-0.489243
7.877,0.031901,-3.92465
7.878,0.031901,-3.92465
7.879,0.031901,6.10416
7.88,0.031901,-3.41965
7.881,0.031901,1.20355
7.882,0.031901,-0.994249
7.883,0.031901,-0.489243
7.884,0.031901,0.243358
7.885,0.031901,7.56937
7.886,0.031901,6.10416
7.887,0.031901,-1.72685
7.888,0.031901,-3.41965
7.889,0.031901,4.13396
7.89,0.031901,4.13396
7.891,0.031901,-2.45945
7.892,0.031901,-3.19205
7.893,0.031901,-3.41965
7.894,0.031901,-1.22184
7.895,-1.1888,-1.72685
7.896,-1.1888,0.470953
7.897,-1.1888,-0.994249
7.898,-1.1888,0.975958
7.899,-1.1888,10.4998
7.9,-1.1888,12.6976
7.901,-1.1888,-3.19205
7.902,-1.1888,-1.22184
7.903,-1.1888,6.83676
7.904,-1.1888,2.44116
7.905,-1.1888,14.3904
7.906,-1.1888,0.470953
7.907,-2.40951,7.06436
7.908,-2.40951,4.13396
7.909,-2.40951,-3.41965
7.91,-2.40951,-3.92465
7.911,-2.40951,2.66876
7.912,-2.40951,2.66876
7.913,-2.40951,3.17376
7.914,-2.40951,-3.92465
7.915,-2.40951,1.70856
7.916,-2.40951,3.17376
7.917,-2.40951,2.44116
7.918,-2.40951,1.70856
7.919,-2.40951,3.90636
7.92,-2.40951,1.70856
7.921,-2.40951,-3.41965
7.922,-2.40951,-3.41965
7.923,-2.40951,-0.994249
7.924,-2.40951,1.93615
7.925,-2.40951,-3.92465
7.926,-2.40951,0.243358
7.927,-2.40951,5.59916
7.928,-2.40951,3.40136
7.929,-2.40951,-0.261648
7.93,-2.40951,-2.45945
7.931,-2.40951,-3.41965
7.932,-2.40951,0.243358
7.933,-2.40951,-3.41965
7.934,-2.40951,-3.92465
7.935,-2.40951,-1.22184
7.936,-2.40951,-0.489243
7.937,-2.40951,-1.72685
7.938,-2.40951,-0.994249
7.939,-2.40951,0.470953
7.94,-2.40951,2.66876
7.941,-2.40951,-3.92465
7.942,-1.1888,-0.489243
7.943,-1.1888,2.44116
7.944,-1.1888,0.975958
7.945,-1.1888,2.44116
7.946,-1.1888,2.44116
7.947,-1.1888,-3.92465
7.948,-1.1888,-3.41965
7.949,-1.1888,-3.92465
7.95,-1.1888,-3.92465
7.951,-1.1888,-1.22184
7.952,-1.1888,-1.22184
7.953,0.031901,0.470953
7.954,0.031901,0.470953
7.955,0.031901,-1.95444
7.956,0.031901,-1.22184
7.957,0.031901,-1.72685
7.958,0.031901,-1.72685
7.959,0.031901,-3.41965
7.96,0.031901,-2.68705
7.961,0.031901,-3.19205
7.962,0.031901,-2.68705
7.963,0.031901,-3.41965
7.964,0.031901,-3.92465
7.965,0.031901,0.243358
7.966,0.031901,0.243358
7.967,0.031901,-3.41965
7.968,0.031901,-1.72685
7.969,0.031901,1.93615
7.97,0.031901,1.93615
7.971,0.031901,-3.41965
7.972,0.031901,-3.41965
7.973,1.2526,-3.19205
7.974,1.2526,-2.45945
7.975,1.2526,-0.261648
7.976,1.2526,-0.994249
7.977,1.2526,-3.41965
7.978,1.2526,0.243358
7.979,1.2526,3.90636
7.98,1.2526,1.70856
7.981,1.2526,-0.489243
7.982,1.2526,-3.92465
7.983,1.2526,0.470953
7.984,1.2526,2.66876
7.985,1.2526,-0.994249
7.986,1.2526,-3.41965
7.987,1.2526,0.243358
7.988,1.2526,-1.22184
7.989,1.2526,1.93615
7.99,1.2526,1.93615
7.991,1.2526,-1.95444
7.992,2.47331,2.44116
7.993,2.47331,6.10416
7.994,2.47331,5.37156
7.995,2.47331,8.30197
7.996,2.47331,6.10416
7.997,2.47331,24.6468
7.998,2.47331,27.5772
7.999,2.47331,0.470953
8.0,2.47331,-0.261648
8.001,2.47331,-3.41965
8.002,2.47331,-1.22184
8.003,2.47331,0.243358
8.004,2.47331,0.243358
8.005,2.47331,-1.22184
8.006,2.47331,-3.41965
8.007,2.47331,-3.19205
8.008,2.47331,4.13396
8.009,2.47331,9.26216
8.01,2.47331,4.86656
8.011,2.47331,-2.45945
8.012,2.47331,-2.45945
8.013,2.47331,-0.261648
8.014,2.47331,0.470953
8.015,2.47331,-1.72685
8.016,2.47331,-2.68705
8.017,2.47331,1.70856
8.018,2.47331,2.44116
8.019,1.2526,0.975958
8.02,1.2526,-3.41965
8.021,1.2526,-0.261648
8.022,1.2526,0.470953
8.023,1.2526,-1.72685
8.024,1.2526,-3.92465
8.025,1.2526,-3.41965
8.026,1.2526,-3.19205
8.027,1.2526,-3.41965
8.028,1.2526,-3.41965
8.029,1.2526,-3.92465
8.03,1.2526,-3.92465
8.031,0.031901,-1.95444
8.032,0.031901,-2.68705
8.033,0.031901,-1.22184
8.034,0.031901,0.243358
8.035,0.031901,2.44116
8.036,0.031901,0.975958
8.037,0.031901,0.470953
8.038,0.031901,0.470953
8.039,0.031901,-3.41965
8.04,0.031901,-3.41965
8.041,0.031901,-3.41965
8.042,0.031901,-3.19205
8.043,0.031901,-1.72685
8.044,0.031901,-1.72685
8.045,0.031901,-2.68705
8.046,0.031901,-1.22184
8.047,0.031901,-3.41965
8.048,0.031901,-3.41965
8.049,0.031901,-3.19205
8.05,-1.1888,-0.261648
8.051,-1.1888,-2.45945
8.052,-1.1888,-2.45945
8.053,-1.1888,-3.19205
8.054,-1.1888,-2.68705
8.055,-1.1888,0.243358
8.056,-1.1888,0.243358
8.057,-1.1888,-0.994249
8.058,-1.1888,3.40136
8.059,-1.1888,8.52956
8.06,-1.1888,-0.994249
8.061,-1.1888,9.03457
8.062,-1.1888,-1.95444
8.063,-1.1888,0.975958
8.064,-1.1888,3.17376
8.065,-1.1888,5.37156
8.066,-1.1888,12.6976
8.067,-1.1888,19.291
8.068,-1.1888,2.44116
8.069,-1.1888,33.438
8.07,-1.1888,9.26216
8.071,-1.1888,1.20355
8.072,-1.1888,-3.19205
8.073,-2.40951,0.243358
8.074,-2.40951,1.70856
8.075,-2.40951,-1.22184
8.076,-2.40951,0.470953
8.077,-2.40951,6.33176
8.078,-2.40951,-0.261648
8.079,-2.40951,-2.68705
8.08,-2.40951,-3.19205
8.081,-2.40951,6.10416
8.082,-2.40951,6.10416
8.083,-2.40951,4.86656
8.084,-1.1888,0.470953
8.085,-1.1888,0.243358
8.086,-1.1888,6.10416
8.087,-1.1888,9.76717
8.088,-1.1888,0.975958
8.089,-1.1888,6.10416
8.09,-1.1888,6.10416
8.091,-1.1888,12.9252
8.092,0.031901,3.40136
8.093,0.031901,5.37156
8.094,0.031901,-3.19205
8.095,0.031901,5.59916
8.096,0.031901,6.33176
8.097,0.031901,2.66876
8.098,0.031901,-1.72685
8.099,0.031901,-3.41965
8.1,0.031901,0.243358
8.101,0.031901,2.44116
8.102,0.031901,2.44116
8.103,0.031901,-3.92465
8.104,0.031901,-3.92465
8.105,0.031901,3.17376
8.106,0.031901,0.975958
8.107,0.031901,0.470953
8.108,0.031901,0.470953
8.109,0.031901,8.30197
8.11,0.031901,8.30197
8.111,0.031901,-2.45945
8.112,0.031901,0.470953
8.113,0.031901,-2.45945
8.114,0.031901,-1.72685
8.115,0.031901,-3.92465
8.116,0.031901,-3.92465
8.117,0.031901,-2.68705
8.118,0.031901,0.243358
8.119,0.031901,-3.41965
8.12,0.031901,-3.19205
8.121,-1.1888,-2.68705
8.122,-1.1888,-2.68705
8.123,-1.1888,-3.19205
8.124,-1.1888,-3.92465
8.125,-1.1888,-1.22184
8.126,-1.1888,0.243358
8.127,-1.1888,3.90636
8.128,-1.1888,3.17376
8.129,-1.1888,-1.22184
8.13,-1.1888,0.470953
8.131,-1.1888,7.79696
8.132,-1.1888,9.26216
8.133,-1.1888,0.470953
8.134,-1.1888,-3.41965
8.135,-1.1888,1.70856
8.136,-1.1888,1.70856
8.137,-1.1888,-1.22184
8.138,-1.1888,-2.68705
8.139,0.031901,-3.92465
8.14,0.031901,-3.92465
8.141,0.031901,-3.19205
8.142,0.031901,-0.994249
8.143,0.031901,-3.19205
8.144,0.031901,-1.22184
8.145,0.031901,1.70856
8.146,0.031901,0.975958
8.147,0.031901,-3.41965
8.148,0.031901,-3.92465
8.149,0.031901,-3.19205
8.15,0.031901,-3.19205
8.151,0.031901,-1.95444
8.152,0.031901,-1.22184
8.153,0.031901,-0.489243
8.154,0.031901,-1.22184
8.155,0.031901,-3.41965
8.156,0.031901,-3.41965
8.157,0.031901,-2.68705
8.158,0.031901,-2.68705
8.159,0.031901,-3.92465
8.16,0.031901,-2.68705
8.161,0.031901,-3.19205
8.162,0.031901,-3.19205
8.163,0.031901,0.975958
8.164,0.031901,0.243358
8.165,0.031901,-1.95444
8.166,0.031901,-1.22184
8.167,0.031901,2.44116
8.168,0.031901,2.44116
8.169,0.031901,3.90636
8.17,0.031901,3.17376
8.171,0.031901,4.86656
8.172,0.031901,-1.72685
8.173,0.031901,-1.22184
8.174,0.031901,-3.41965
8.175,0.031901,-1.22184
8.176,0.031901,-3.41965
8.177,0.031901,-1.95444
8.178,0.031901,-2.68705
8.179,0.031901,-0.489243
8.18,0.031901,0.243358
8.181,0.031901,-3.19205
8.182,0.031901,11.46
8.183,0.031901,-2.68705
8.184,0.031901,0.243358
8.185,0.031901,2.44116
8.186,1.2526,0.243358
8.187,1.2526,4.13396
8.188,1.2526,5.59916
8.189,1.2526,-3.92465
8.19,1.2526,-3.92465
8.191,1.2526,-3.19205
8.192,1.2526,-0.994249
8.193,1.2526,1.93615
8.194,1.2526,2.66876
8.195,1.2526,0.470953
8.196,1.2526,-0.994249
8.197,1.2526,-2.45945
8.198,1.2526,-3.19205
8.199,1.2526,-2.45945
8.2,1.2526,-2.45945
8.201,1.2526,-3.41965
8.202,1.2526,-3.41965
8.203,1.2526,-0.994249
8.204,1.2526,-0.994249
8.205,2.47331,0.243358
8.206,2.47331,0.975958
8.207,2.47331,0.243358
8.208,2.47331,0.975958
8.209,2.47331,0.243358
8.21,2.47331,1.93615
8.211,2.47331,18.0534
8.212,2.47331,18.786
8.213,2.47331,-3.92465
8.214,2.47331,-1.22184
8.215,2.47331,0.243358
8.216,2.47331,0.975958
8.217,2.47331,-0.489243
8.218,2.47331,0.243358
8.219,2.47331,-1.95444
8.22,2.47331,-3.41965
8.221,2.47331,0.243358
8.222,2.47331,0.975958
8.223,2.47331,3.90636
8.224,2.47331,3.90636
8.225,2.47331,-1.22184
8.226,2.47331,0.470953
8.227,2.47331,6.33176
8.228,1.2526,4.86656
8.229,1.2526,-2.45945
8.23,1.2526,-2.45945
8.231,1.2526,-3.19205
8.232,1.2526,-2.68705
8.233,1.2526,0.243358
8.234,1.2526,3.17376
8.235,1.2526,6.10416
8.236,1.2526,3.90636
8.237,1.2526,-1.22184
8.238,1.2526,-2.45945
8.239,1.2526,6.33176
8.24,1.2526,-2.45945
8.241,0.031901,3.90636
8.242,0.031901,-1.72685
8.243,0.031901,5.59916
8.244,0.031901,-0.994249
8.245,0.031901,2.66876
8.246,0.031901,3.40136
8.247,0.031901,-3.19205
8.248,0.031901,-3.92465
8.249,0.031901,-3.41965
8.25,0.031901,-3.41965
8.251,0.031901,-1.95444
8.252,0.031901,-1.22184
8.253,0.031901,-1.22184
8.254,0.031901,-1.22184
8.255,0.031901,-2.45945
8.256,0.031901,-0.994249
8.257,0.031901,-3.92465
8.258,0.031901,-3.92465
8.259,0.031901,-0.994249
8.26,0.031901,-0.261648
8.261,0.031901,-3.19205
8.262,0.031901,-3.19205
8.263,0.031901,-3.19205
8.264,0.031901,-3.92465
8.265,0.031901,-3.41965
8.266,0.031901,-1.22184
8.267,0.031901,-3.41965
8.268,0.031901,-3.92465
8.269,0.031901,3.90636
8.27,0.031901,3.90636
8.271,0.031901,-1.95444
8.272,0.031901,-1.95444
8.273,0.031901,0.243358
8.274,0.031901,-1.95444
8.275,0.031901,4.13396
8.276,0.031901,4.13396
8.277,0.031901,-1.72685
8.278,0.031901,-3.92465
8.279,0.031901,-2.68705
8.28,0.031901,-1.22184
8.281,0.031901,-3.19205
8.282,0.031901,-3.19205
8.283,0.031901,0.243358
8.284,0.031901,6.83676
8.285,0.031901,-3.41965
8.286,0.031901,-0.994249
8.287,0.031901,2.66876
8.288,0.031901,3.40136
8.289,0.031901,-3.19205
8.29,0.031901,-3.19205
8.291,0.031901,-3.19205
8.292,0.031901,-3.92465
8.293,-1.1888,-2.68705
8.294,-1.1888,-3.41965
8.295,-1.1888,-3.19205
8.296,-1.1888,-2.45945
8.297,-1.1888,-1.22184
8.298,-1.1888,0.975958
8.299,-1.1888,2.44116
8.3,-1.1888,2.44116
8.301,-1.1888,0.975958
8.302,-1.1888,-1.22184
8.303,-1.1888,-3.41965
8.304,-1.1888,-2.45945
8.305,-1.1888,6.10416
8.306,-1.1888,6.83676
8.307,-1.1888,-3.41965
8.308,-1.1888,1.93615
8.309,-1.1888,7.79696
8.31,-1.1888,4.86656
8.311,-1.1888,-2.68705
8.312,-1.1888,-3.92465
8.313,-1.1888,-0.994249
8.314,-1.1888,4.13396
8.315,-1.1888,0.975958
8.316,0.031901,0.243358
8.317,0.031901,4.13396
8.318,0.031901,-0.261648
8.319,0.031901,4.13396
8.32,0.031901,2.66876
8.321,0.031901,-3.41965
8.322,0.031901,-3.41965
8.323,0.031901,1.93615
8.324,0.031901,6.33176
8.325,0.031901,-0.994249
8.326,0.031901,-1.72685
8.327,0.031901,1.93615
8.328,0.031901,1.20355
8.329,0.031901,0.243358
8.33,0.031901,0.243358
8.331,0.031901,-1.22184
8.332,0.031901,-1.95444
8.333,0.031901,8.30197
8.334,0.031901,7.56937
8.335,0.031901,3.17376
8.336,0.031901,-1.22184
8.337,0.031901,-3.92465
8.338,0.031901,-2.68705
8.339,0.031901,-3.92465
8.34,0.031901,-3.92465
8.341,0.031901,-1.95444
8.342,0.031901,-1.22184
8.343,0.031901,-3.92465
8.344,0.031901,-1.72685
8.345,-1.1888,4.13396
8.346,-1.1888,5.59916
8.347,-1.1888,0.243358
8.348,-1.1888,0.243358
8.349,-1.1888,4.13396
8.35,-1.1888,3.40136
8.351,-1.1888,-2.45945
8.352,-1.1888,-3.41965
8.353,-1.1888,-0.489243
8.354,-1.1888,2.44116
8.355,-1.1888,-3.19205
8.356,-1.1888,-0.994249
8.357,-1.1888,-3.19205
8.358,-1.1888,-3.92465
8.359,-1.1888,-0.994249
8.36,-1.1888,-0.994249
8.361,-1.1888,-0.489243
8.362,-1.1888,2.44116
8.363,-1.1888,4.63896
8.364,-1.1888,12.6976
8.365,-1.1888,19.291
8.366,-1.1888,6.83676
8.367,-1.1888,18.0534
8.368,-1.1888,15.8556
8.369,-1.1888,-3.92465
8.37,-1.1888,-3.41965
8.371,-1.1888,-3.19205
8.372,-1.1888,-3.19205
8.373,-1.1888,-1.72685
8.374,-1.1888,-2.45945
8.375,-1.1888,0.243358
8.376,-1.1888,2.44116
8.377,-1.1888,5.37156
8.378,-1.1888,5.37156
8.379,-1.1888,1.70856
8.38,-1.1888,4.13396
8.381,-1.1888,19.5186
8.382,-1.1888,4.13396
8.383,-1.1888,-3.92465
8.384,-1.1888,-3.92465
8.385,0.031901,-2.45945
8.386,0.031901,-2.45945
8.387,0.031901,-2.68705
8.388,0.031901,-3.41965
8.389,0.031901,-3.19205
8.39,0.031901,-3.19205
8.391,0.031901,-2.68705
8.392,0.031901,-3.41965
8.393,0.031901,-1.72685
8.394,0.031901,-1.72685
8.395,0.031901,-0.994249
8.396,0.031901,-0.261648
8.397,1.2526,-0.489243
8.398,1.2526,1.70856
8.399,1.2526,3.17376
8.4,1.2526,3.17376
8.401,1.2526,9.03457
8.402,1.2526,1.70856
8.403,1.2526,21.7164
8.404,1.2526,9.99476
8.405,1.2526,-0.994249
8.406,2.47331,-1.72685
8.407,2.47331,-1.72685
8.408,2.47331,-3.92465
8.409,2.47331,-3.41965
8.41,2.47331,-1.95444
8.411,2.47331,-0.261648
8.412,2.47331,0.470953
8.413,2.47331,-0.994249
8.414,2.47331,-3.92465
8.415,2.47331,-1.22184
8.416,2.47331,0.975958
8.417,3.69401,3.17376
8.418,3.69401,0.243358
8.419,3.69401,-0.994249
8.42,3.69401,-0.994249
8.421,3.69401,1.93615
8.422,3.69401,1.93615
8.423,3.69401,-2.68705
8.424,3.69401,-1.95444
8.425,3.69401,-3.92465
8.426,3.69401,-3.19205
8.427,3.69401,-2.45945
8.428,3.69401,-3.92465
8.429,3.69401,-1.95444
8.43,3.69401,-3.41965
8.431,3.69401,-2.68705
8.432,3.69401,-1.95444
8.433,3.69401,-1.22184
8.434,3.69401,-1.22184
8.435,3.69401,-2.68705
8.436,3.69401,-2.68705
8.437,3.69401,-1.22184
8.438,2.47331,-1.22184
8.439,2.47331,-2.68705
8.44,2.47331,-3.92465
8.441,2.47331,-2.45945
8.442,2.47331,-2.45945
8.443,2.47331,0.243358
8.444,2.47331,-0.489243
8.445,2.47331,-0.994249
8.446,2.47331,0.470953
8.447,2.47331,1.93615
8.448,1.2526,0.470953
8.449,1.2526,-1.22184
8.45,1.2526,0.243358
8.451,1.2526,3.90636
8.452,1.2526,2.44116
8.453,1.2526,4.63896
8.454,1.2526,7.56937
8.455,1.2526,9.03457
8.456,1.2526,6.10416
8.457,1.2526,-3.92465
8.458,1.2526,6.33176
8.459,1.2526,15.123
8.46,1.2526,20.2512
8.461,1.2526,1.20355
8.462,1.2526,-0.261648
8.463,1.2526,-1.72685
8.464,1.2526,-3.19205
8.465,0.031901,-3.41965
8.466,0.031901,-3.41965
8.467,0.031901,-2.68705
8.468,0.031901,-0.489243
8.469,0.031901,1.70856
8.47,0.031901,1.70856
8.471,0.031901,-1.22184
8.472,0.031901,-3.41965
8.473,0.031901,-1.22184
8.474,0.031901,-1.22184
8.475,0.031901,7.79696
8.476,0.031901,6.33176
8.477,0.031901,-0.261648
8.478,0.031901,0.470953
8.479,-1.1888,-0.994249
8.48,-1.1888,-1.72685
8.481,-1.1888,-1.22184
8.482,-1.1888,-1.95444
8.483,-1.1888,-3.92465
8.484,-1.1888,-2.68705
8.485,-1.1888,0.975958
8.486,-1.1888,0.243358
8.487,-1.1888,0.975958
8.488,-1.1888,0.243358
8.489,-1.1888,-3.41965
8.49,-1.1888,-3.19205
8.491,-1.1888,0.470953
8.492,-1.1888,0.470953
8.493,-1.1888,-3.41965
8.494,-1.1888,-3.41965
8.495,-1.1888,5.59916
8.496,-1.1888,2.66876
8.497,-1.1888,7.56937
8.498,-1.1888,7.56937
8.499,-1.1888,9.03457
8.5,-1.1888,7.56937
8.501,-2.40951,5.59916
8.502,-2.40951,18.786
8.503,-2.40951,-0.994249
8.504,-2.40951,-2.45945
8.505,-2.40951,-3.19205
8.506,-2.40951,-3.92465
8.507,-2.40951,-3.41965
8.508,-2.40951,-3.41965
8.509,-2.40951,-3.92465
8.51,-2.40951,-3.19205
8.511,-2.40951,-2.45945
8.512,-2.40951,-2.45945
8.513,-2.40951,-0.994249
8.514,-2.40951,-2.45945
8.515,-2.40951,-1.95444
8.516,-2.40951,-3.92465
8.517,-2.40951,-2.68705
8.518,-2.40951,-1.22184
8.519,-2.40951,-3.41965
8.52,-2.40951,-3.41965
8.521,-2.40951,0.975958
8.522,-2.40951,1.70856
8.523,-2.40951,0.243358
8.524,-2.40951,-0.489243
8.525,-2.40951,-1.22184
8.526,-2.40951,-1.72685
8.527,-2.40951,3.40136
8.528,-2.40951,7.79696
8.529,-2.40951,-3.41965
8.53,-2.40951,-3.41965
8.531,-2.40951,0.975958
8.532,-2.40951,6.10416
8.533,-2.40951,9.76717
8.534,-2.40951,9.03457
8.535,-2.40951,7.79696
8.536,-2.40951,-3.41965
8.537,-2.40951,10.4998
8.538,-2.40951,3.90636
8.539,-2.40951,19.5186
8.54,-1.1888,15.123
8.541,-1.1888,0.243358
8.542,-1.1888,0.243358
8.543,-1.1888,-0.994249
8.544,-1.1888,-2.45945
8.545,-1.1888,-2.68705
8.546,-1.1888,-3.19205
8.547,-1.1888,-2.68705
8.548,-1.1888,-0.489243
8.549,-1.1888,-0.994249
8.55,-1.1888,-0.994249
8.551,-1.1888,0.243358
8.552,-1.1888,0.243358
8.553,-1.1888,-3.41965
8.554,-1.1888,-3.41965
8.555,-1.1888,-3.92465
8.556,-1.1888,-3.19205
8.557,-1.1888,0.243358
8.558,-1.1888,-2.45945
8.559,-1.1888,-3.41965
8.56,-1.1888,-3.41965
8.561,0.031901,-2.68705
8.562,0.031901,-2.68705
8.563,0.031901,-1.95444
8.564,0.031901,1.70856
8.565,0.031901,5.37156
8.566,0.031901,5.37156
8.567,0.031901,2.44116
8.568,0.031901,3.17376
8.569,0.031901,6.83676
8.57,0.031901,2.44116
8.571,0.031901,11.46
8.572,0.031901,5.59916
8.573,0.031901,-2.68705
8.574,0.031901,-3.41965
8.575,-1.1888,-0.994249
8.576,-1.1888,-3.92465
8.577,-1.1888,-0.489243
8.578,-1.1888,0.243358
8.579,-1.1888,3.40136
8.58,-1.1888,2.66876
8.581,-1.1888,-3.92465
8.582,-1.1888,-3.92465
8.583,-1.1888,-3.19205
8.584,0.031901,-3.19205
8.585,0.031901,-3.41965
8.586,0.031901,-1.95444
8.587,0.031901,-3.19205
8.588,0.031901,-0.994249
8.589,0.031901,-3.92465
8.59,0.031901,-0.994249
8.591,0.031901,-2.68705
8.592,0.031901,-2.68705
8.593,0.031901,-1.72685
8.594,0.031901,1.93615
8.595,0.031901,-3.19205
8.596,0.031901,-1.22184
8.597,0.031901,2.44116
8.598,1.2526,0.243358
8.599,1.2526,0.243358
8.6,1.2526,0.243358
8.601,1.2526,-1.22184
8.602,1.2526,-3.41965
8.603,1.2526,6.83676
8.604,1.2526,7.56937
8.605,1.2526,3.17376
8.606,1.2526,2.44116
8.607,1.2526,9.03457
8.608,1.2526,9.03457
8.609,1.2526,2.66876
8.61,1.2526,2.66876
8.611,1.2526,-0.261648
8.612,1.2526,-0.261648
8.613,1.2526,15.8556
8.614,1.2526,14.3904
8.615,2.47331,-1.72685
8.616,2.47331,-3.19205
8.617,2.47331,-3.41965
8.618,2.47331,-3.41965
8.619,2.47331,-3.41965
8.62,2.47331,-2.68705
8.621,2.47331,-1.95444
8.622,2.47331,-1.95444
8.623,2.47331,-3.41965
8.624,1.2526,-3.92465
8.625,1.2526,-1.22184
8.626,1.2526,-0.489243
8.627,1.2526,-1.95444
8.628,1.2526,-3.92465
8.629,1.2526,-1.72685
8.63,1.2526,-0.994249
8.631,1.2526,-3.92465
8.632,1.2526,-1.95444
8.633,1.2526,-0.489243
8.634,1.2526,0.243358
8.635,1.2526,-2.68705
8.636,1.2526,-3.41965
8.637,1.2526,-3.41965
8.638,1.2526,-3.41965
8.639,1.2526,1.70856
8.64,1.2526,-2.45945
8.641,1.2526,-1.22184
8.642,1.2526,-1.22184
8.643,1.2526,1.20355
8.644,1.2526,1.93615
8.645,1.2526,0.975958
8.646,1.2526,2.44116
8.647,1.2526,3.90636
8.648,1.2526,7.56937
8.649,1.2526,2.44116
8.65,1.2526,1.93615
8.651,1.2526,12.9252
8.652,1.2526,-3.19205
8.653,0.031901,-1.22184
8.654,0.031901,-0.489243
8.655,0.031901,-3.92465
8.656,0.031901,-1.72685
8.657,0.031901,0.470953
8.658,0.031901,-2.45945
8.659,0.031901,-0.994249
8.66,0.031901,-0.994249
8.661,0.031901,-3.41965
8.662,0.031901,-3.19205
8.663,0.031901,-3.92465
8.664,0.031901,-2.68705
8.665,0.031901,-1.22184
8.666,0.031901,0.975958
8.667,0.031901,3.90636
8.668,0.031901,6.10416
8.669,0.031901,1.70856
8.67,0.031901,-3.92465
8.671,0.031901,0.470953
8.672,0.031901,1.20355
8.673,0.031901,-3.92465
8.674,0.031901,-1.22184
8.675,-1.1888,2.44116
8.676,-1.1888,-3.41965
8.677,-1.1888,0.470953
8.678,-1.1888,-3.19205
8.679,-1.1888,-3.92465
8.68,-1.1888,-3.41965
8.681,-1.1888,2.44116
8.682,-1.1888,0.243358
8.683,-1.1888,-3.92465
8.684,-1.1888,-3.19205
8.685,-1.1888,-3.92465
8.686,-1.1888,-2.45945
8.687,-1.1888,-1.95444
8.688,-1.1888,2.44116
8.689,-1.1888,5.37156
8.69,-1.1888,2.44116
8.691,-1.1888,-3.41965
8.692,-1.1888,6.33176
8.693,-1.1888,21.7164
8.694,-1.1888,9.26216
8.695,-1.1888,-1.22184
8.696,-1.1888,-1.22184
8.697,-1.1888,-3.41965
8.698,-1.1888,-1.95444
8.699,-1.1888,0.243358
8.7,-1.1888,-1.95444
8.701,-1.1888,7.79696
8.702,-1.1888,-2.45945
8.703,-2.40951,0.243358
8.704,-2.40951,-1.22184
8.705,-2.40951,-0.994249
8.706,-2.40951,-0.994249
8.707,-2.40951,-3.41965
8.708,-2.40951,-3.92465
8.709,-2.40951,-2.45945
8.71,-2.40951,-3.19205
8.711,-2.40951,-3.92465
8.712,-2.40951,-3.41965
8.713,-2.40951,-3.41965
8.714,-2.40951,-1.95444
8.715,-2.40951,-1.22184
8.716,-2.40951,-0.489243
8.717,-2.40951,0.243358
8.718,-2.40951,-1.95444
8.719,-2.40951,-0.489243
8.72,-2.40951,0.243358
8.721,-2.40951,1.70856
8.722,-2.40951,1.70856
8.723,-2.40951,0.243358
8.724,-2.40951,-3.41965
8.725,-2.40951,0.470953
8.726,-2.40951,13.6578
8.727,-2.40951,22.449
8.728,-2.40951,2.66876
8.729,-2.40951,-2.45945
8.73,-2.40951,-3.19205
8.731,-1.1888,0.470953
8.732,-1.1888,0.470953
8.733,-1.1888,6.83676
8.734,-1.1888,3.90636
8.735,-1.1888,-1.72685
8.736,-1.1888,-3.41965
8.737,-1.1888,3.90636
8.738,-1.1888,3.90636
8.739,-1.1888,-1.22184
8.74,0.031901,-3.41965
8.741,0.031901,-1.72685
8.742,0.031901,-0.994249
8.743,0.031901,-3.19205
8.744,0.031901,0.243358
8.745,0.031901,5.37156
8.746,0.031901,5.37156
8.747,0.031901,0.470953
8.748,0.031901,0.470953
